   ,0                      ,1                      ,2                      ,3
 0 ,1.24503385175815e-06   ,1.325116059759146e-06  ,2.4637550225123598e-06 ,2.28532213067612e-06
 1 ,1.3216279810018702e-06 ,4.7751789297740566e-06 ,1.4429170104865576e-06 ,8.134085770713594e-06
 2 ,4.558818605902405e-05  ,1.3184091165659e-05    ,4.388760067416397e-05  ,2.0338672060776305e-06
 3 ,1.0902248707426554e-06 ,2.024708958285191e-06  ,2.3213674594922155e-07 ,3.286711510498154e-06
 4 ,4.894336171671881e-06  ,2.0058813177557643e-06 ,8.349492558831557e-06  ,7.414237864131528e-07
 5 ,0.0                    ,0.0                    ,0.0                    ,0.0
 6 ,0.00042390847501565774 ,0.00010531998675272881 ,0.0003357908415951181  ,5.851444761456796e-07
 7 ,0.0                    ,0.0                    ,0.0                    ,0.0
 8 ,1.3019162796287035e-06 ,4.5676043536269744e-05 ,9.731512344877057e-06  ,4.643380413162165e-05
 9 ,0.00025483589976377886 ,0.0005159883015556704  ,0.00031289645475054875 ,0.0003083979769346316
10 ,0.007931481493090328   ,0.0019894439325408176  ,0.004625812187293668   ,1.9738921244344556e-05
11 ,0.0                    ,0.0                    ,0.0                    ,0.0
12 ,0.0                    ,0.0                    ,0.0                    ,0.0
13 ,0.0001218269990304442  ,0.005048776215220376   ,0.001971534450329421   ,0.003605005664486494
14 ,0.004178465719790215   ,0.13781608360923234    ,0.06102331964565117    ,0.10222370562618319
15 ,0.0                    ,0.0                    ,0.0                    ,0.0
